End Date,USD/INR,USD/PKR,USD/CNY,USD/KWD,USD/AED,USD/LKR,USD/CHF,USD/EUR,USD/ALL,USD/DZD,USD/AOA,USD/XCD,USD/ARS,USD/AMD,USD/AWG,USD/SHP,USD/AUD,USD/AZN,USD/BSD,USD/BHD,USD/BDT,USD/BBD,USD/BYN,USD/BZD,USD/XOF,USD/BMD,USD/BTN,USD/BOB,USD/BAM,USD/BWP,USD/BRL,USD/BND,USD/BGN,USD/BIF,USD/CVE
2001-01-19,46.375,58.65,8.27681,0.30579,3.6728,85.075,1.6381,1.06994,142.2,72.5327,5.97035,2.67014,0.99949,439.5,1.77,1.47598,1.79775,0.9213,1,0.376992,54.1,2,1.9824,1.9701,701.545,0.99005,46.3773,6.42,1.571,5.50059,1.9575,1.738,2.072,734.067,118.253
2001-01-20,46.37,59,8.27661,0.3056,3.6728,85.075,1.6381,1.06981,142.2,72.44,5.97035,2.67014,0.99949,439.5,1.77,1.47598,1.79775,0.9213,1,0.377005,54.1,2,1.9776,1.9701,701.545,0.99005,46.3773,6.42,1.57204,5.50059,1.9585,1.7365,2.072,734.067,118.253
2001-01-21,46.37,59,8.27661,0.30609,3.6728,85.075,1.6381,1.06981,142.2,72.44,5.97035,2.67014,0.99949,439.5,1.77,1.47598,1.79875,0.9213,1,0.377005,54.1,2,1.9807,1.9701,701.545,0.99005,46.3773,6.42,1.57276,5.50059,1.9585,1.7365,2.08089,734.067,118.253
2001-01-22,46.37,58.85,8.27862,0.305918,3.67284,85.165,1.62931,1.06449,142.3,74.09,5.97035,2.67014,0.99983,439.5,1.77,1.47598,1.79663,0.9213,1,0.376993,54.1,2,1.978,1.9701,697.851,0.99005,46.3773,6.42,1.58007,5.51285,1.9565,1.7352,2.09159,734.067,118.668
2001-01-23,46.34,58.85,8.27902,0.305806,3.67284,85.05,1.63387,1.06677,141.55,73.0777,5.97035,2.67014,0.999835,439.5,1.77,1.47598,1.80953,0.9213,1,0.376993,54.1,2,1.985,1.9701,699.274,0.99005,46.3773,6.42,1.58493,5.50059,1.961,1.7413,2.11099,734.067,118.668
2001-01-24,46.36,58.75,8.27902,0.306428,3.67281,90.5,1.65923,1.08472,142.195,75.159,5.97035,2.67014,0.99983,439.5,1.77,1.47598,1.84169,0.9213,1,0.376987,54.1,2,1.985,1.9701,711.407,0.99005,46.3773,6.42,1.59136,5.50677,1.96875,1.7415,2.11099,734.067,119.451
2001-01-25,46.485,58.9,8.27902,0.306505,3.67281,92.5,1.6509,1.08178,143,75.3846,5.97035,2.67014,0.99983,439.5,1.77,1.47598,1.83241,0.9213,1,0.376985,54.1,2,1.985,1.9701,710.525,0.99005,46.3773,6.42,1.59532,5.51272,1.97355,1.7417,2.11099,734.067,120.207
2001-01-26,46.48,58.825,8.27902,0.306485,3.67281,89.5,1.6517,1.08169,142.3,74.8321,5.97035,2.67014,0.99949,439.5,1.77,1.46698,1.83739,0.9213,1,0.376985,54.1,2,1.9897,1.9701,709.45,0.99005,46.4723,6.42,1.59532,5.52792,1.9735,1.748,2.11099,734.067,120.213
2001-01-27,46.49,59.07,8.27902,0.306485,3.6729,89.5,1.6526,1.08266,142.3,75.08,5.97035,2.67014,0.99949,439.5,1.77,1.46698,1.83739,0.9213,1,0.376995,54.15,2,1.9953,1.9701,709.45,0.99005,46.4723,6.42,1.59532,5.52792,1.9735,1.7495,2.11099,734.067,120.213
2001-01-28,46.49,59.07,8.27902,0.3064,3.6729,89.5,1.6526,1.08266,142.3,75.08,5.97035,2.67014,0.99949,439.5,1.77,1.46698,1.84041,0.9213,1,0.376995,54.15,2,1.9943,1.9701,709.45,0.99005,46.4723,6.42,1.59532,5.52792,1.9735,1.7495,2.1285,734.067,120.213
2001-01-29,46.465,58.8,8.27902,0.306395,3.673,89.275,1.65789,1.09035,143,74.5247,5.97035,2.67014,0.99983,439.5,1.77,1.46698,1.84171,0.9213,1,0.377,54.1,2,1.9889,1.9701,713.235,0.99005,46.4723,6.42,1.59532,5.51576,1.974,1.7481,2.10759,734.067,119.75
2001-01-30,46.41,58.8,8.27902,0.306205,3.6729,89.45,1.64637,1.07926,143.15,74.7793,5.97035,2.67014,0.99985,439.5,1.77,1.46698,1.82426,0.9213,1,0.376995,54.1,2,1.9958,1.9701,707.455,0.99005,46.4723,6.42,1.59532,5.50969,1.965,1.7471,2.10759,734.067,119.349
2001-01-31,46.39,59.05,8.27852,0.306115,3.67282,89.6,1.6351,1.06768,142.55,74.3975,5.97035,2.67014,0.99984,439.5,1.77,1.46698,1.81565,0.9213,1,0.376995,54.1,2,1.9958,1.9701,702.07,0.99005,46.4723,6.42,1.59532,5.45558,1.971,1.7433,2.07479,734.067,118.718
2001-02-01,46.375,59.15,8.27762,0.305475,3.67281,89.9,1.62983,1.0632,141.7,73.8227,5.97035,2.67014,0.99985,439.5,1.77,1.46698,1.80578,0.9213,1,0.376995,54.1,2,1.9958,1.9701,695.92,0.99005,46.2323,6.43,1.58959,5.42315,1.99,1.74,2.0937,734.067,116.006
2001-02-02,46.395,59.05,8.27782,0.305505,3.6728,88.05,1.6447,1.06861,141.7,72.84,5.97035,2.67014,0.99952,439.5,1.77,1.47788,1.80815,0.9213,1,0.376985,54.1,2,1.9799,1.9701,701.13,0.99005,46.4058,6.435,1.58891,5.43332,1.99,1.737,2.0937,734.067,116.006
2001-02-03,46.405,59.2125,8.27782,0.305505,3.6729,88.05,1.6447,1.0682,141.7,72.84,5.97035,2.67014,0.99952,439.5,1.77,1.47788,1.80815,0.9213,1,0.376995,54.15,2,1.9916,1.9701,700,0.99005,46.4058,6.435,1.59103,5.43332,1.9875,1.738,2.0937,734.067,116.006
2001-02-04,46.405,59.2125,8.27782,0.305515,3.67286,88.05,1.6447,1.0682,141.7,72.84,5.97035,2.67014,0.99952,439.5,1.77,1.47788,1.8159,0.9213,1,0.376992,54.15,2,1.9928,1.9701,700,0.99005,46.4058,6.435,1.59152,5.43332,1.9875,1.737,2.07955,734.067,116.006
2001-02-05,46.39,58.95,8.27741,0.3055,3.673,88,1.63929,1.06534,142,73.0804,5.97035,2.67014,0.999845,439.5,1.77,1.47788,1.81804,0.9213,1,0.376994,54.1,2,1.9926,1.9701,697.51,0.99005,46.4058,6.435,1.59285,5.44975,1.99971,1.7411,2.0976,734.067,117.329
2001-02-06,46.37,58.82,8.27702,0.30575,3.673,86.95,1.6571,1.07591,142.5,73.6652,5.97035,2.67014,0.999855,439.5,1.77,1.47788,1.82374,0.9213,1,0.376995,54.1,2,1.9777,1.9701,705.02,0.99005,46.4058,6.4425,1.60227,5.45558,2.0025,1.7405,2.1021,734.067,118.311
2001-02-07,46.4,59.095,8.27691,0.306,3.673,87,1.65345,1.07614,142,74.853,5.97035,2.67014,0.999855,439.5,1.77,1.47788,1.83205,0.9213,1,0.376993,54.1,2,1.9777,1.9701,704.035,0.99005,46.4058,6.4425,1.59505,5.47646,2.0025,1.7473,2.1021,734.067,118.234
2001-02-08,46.405,59.3,8.27671,0.30655,3.673,87,1.67028,1.08835,142.8,74.4511,5.97035,2.67014,0.99985,439.5,1.77,1.47788,1.86969,0.9213,1,0.376993,54.1,2,1.9777,1.9701,714.245,0.99005,46.4058,6.4425,1.5754,5.54021,1.9915,1.7469,2.1134,734.067,120.259
2001-02-09,46.4511,58.9524,8.27681,0.3066,3.673,86.5,1.65987,1.08029,142.5,74.5899,5.97035,2.67014,0.99956,439.5,1.77,1.44477,1.86387,0.9213,1,0.376993,54.1,2,1.9662,1.9701,707.765,0.99005,46.4598,6.4425,1.56042,5.51588,1.9835,1.7467,2.1134,734.067,119.995
2001-02-10,46.4625,59.22,8.27681,0.3066,3.673,86.5,1.6625,1.08032,142.5,75.41,5.97035,2.67014,0.99956,439.5,1.77,1.44477,1.86828,0.9213,1,0.377015,54.1,2,1.9658,1.9701,707.765,0.99005,46.4598,6.4425,1.56028,5.51588,1.9825,1.7465,2.1134,734.067,119.995
2001-02-11,46.4625,59.22,8.27681,0.3066,3.673,86.5,1.6625,1.08091,142.5,75.41,5.97035,2.67014,0.99956,439.5,1.77,1.44477,1.86349,0.9213,1,0.377015,54.1,2,1.9652,1.9701,707.765,0.99005,46.4598,6.4425,1.55995,5.51588,1.9825,1.7485,2.09694,734.067,119.995
2001-02-12,46.505,59.2,8.27782,0.3064,3.673,86.1,1.65235,1.07325,141.9,75.09,5.97035,2.67014,0.99985,439.5,1.77,1.44477,1.85468,0.9213,1,0.377,54.1,2,1.9648,1.9701,703.96,0.99005,46.4598,6.455,1.55918,5.48563,1.9825,1.7477,2.1217,734.067,119.995
2001-02-13,46.55,59.3,8.27691,0.30645,3.673,87,1.6679,1.08561,142.6,75.37,5.97035,2.67014,0.999845,439.5,1.77,1.44477,1.87318,0.9213,1,0.377,54.1,2,1.9555,1.9701,712.535,0.99005,46.4598,6.455,1.56724,5.49153,1.986,1.7451,2.12635,734.067,119.671
2001-02-14,46.585,58.45,8.27681,0.3064,3.673,86.5,1.67024,1.08974,142.3,75.1374,5.97035,2.67014,0.99985,439.5,1.77,1.44477,1.88861,0.9213,1,0.376995,54.1,2,1.9555,1.9701,713.385,1.00005,45.9623,6.455,1.57002,5.52491,1.986,1.7447,2.15369,734.067,114.005
2001-02-15,46.575,58.15,8.27762,0.306855,3.673,85.7,1.69274,1.10536,143,75.58,5.97035,2.67014,0.999865,439.5,1.77,1.44477,1.90796,0.9213,1,0.377,54.1,2,1.9555,1.9701,724,1.00005,45.9623,6.455,1.57551,5.52491,1.989,1.74605,2.13305,734.067,114.005
2001-02-16,46.515,58.15,8.27741,0.306855,3.673,86.5,1.6769,1.09296,143,73.93,5.97035,2.67014,0.99947,439.5,1.77,1.45417,1.89126,0.9213,1,0.377,54.1,2,1.9482,1.9701,716.98,0.99005,46.5174,6.4555,1.57523,5.51893,2.004,1.74605,2.13305,734.067,114.005
2001-02-17,46.515,58.625,8.27741,0.3063,3.67295,86.5,1.6769,1.09355,143,73.93,5.97035,2.67014,0.99947,439.5,1.77,1.45417,1.89126,0.9213,1,0.376995,54.1,2,1.9393,1.9701,716.98,0.99005,46.5174,6.4555,1.57437,5.51893,2.004,1.7395,2.13305,734.067,114.005
2001-02-18,46.515,58.625,8.27741,0.306525,3.67305,86.5,1.6769,1.09355,143,73.93,5.97035,2.67014,0.99947,439.5,1.77,1.45417,1.89375,0.9213,1,0.377015,54.1,2,1.9388,1.9701,716.98,0.99005,46.5174,6.4555,1.5764,5.51893,2.004,1.7395,2.1134,734.067,114.005
2001-02-19,46.55,59.9,8.27702,0.3065,3.67305,86.13,1.66835,1.08488,142.9,76.2455,5.97035,2.68013,0.9999,439.5,1.77,1.45417,1.88559,0.9213,1,0.376985,54.075,2,1.9288,1.9801,713,0.99005,46.5174,6.4555,1.58954,5.44086,2.00286,1.7371,2.13725,734.067,114.005
2001-02-20,46.582,59.2,8.27712,0.3068,3.673,85,1.68372,1.09669,144.2,74.22,5.97035,2.67014,0.999865,439.5,1.77,1.45417,1.90709,0.9213,1,0.376985,54.1,2,1.9288,1.9701,718.79,0.99005,46.5174,6.451,1.59177,5.4825,2.00785,1.739,2.1414,734.067,121.639
2001-02-21,46.6,59.9,8.27762,0.30665,3.673,85.04,1.68618,1.09988,143.65,74.25,5.97035,2.67014,0.99988,439.5,1.77,1.45417,1.90745,0.9213,1,0.376987,54.1,2,1.9288,1.9701,721.64,0.99005,46.2323,6.452,1.5923,5.46166,2.04165,1.744,2.1542,740.802,120.641
2001-02-22,46.565,60.3,8.27731,0.30685,3.673,86.5,1.69058,1.10403,144.56,75.3111,5.97035,2.67014,0.99987,439.5,1.77,1.45417,1.90582,0.9213,1,0.376991,54.1,2,1.9288,1.9701,723.55,0.99005,46.2323,6.454,1.6005,5.50059,2.0425,1.7447,2.1542,740.802,121.976
2001-02-23,46.595,60.4,8.27782,0.3067,3.673,86.5,1.67523,1.08773,144.4,75.5538,5.97035,2.67014,0.99959,439.5,1.77,1.44427,1.89987,0.9213,1,0.376991,54.1,2,1.9354,1.9701,713.62,0.99005,46.5958,6.454,1.59672,5.50677,2.0375,1.744,2.1542,740.802,121.709
2001-02-24,46.595,60.245,8.27782,0.3067,3.673,86.5,1.67455,1.08773,144.4,76.37,5.97035,2.67014,0.99959,439.5,1.77,1.44427,1.90639,0.9213,1,0.376995,54.1,2,1.9421,1.9701,713.62,0.99005,46.5958,6.454,1.59741,5.50677,2.0355,1.7445,2.1542,740.802,121.709
2001-02-25,46.595,60.245,8.27782,0.3067,3.673,86.5,1.67455,1.08773,144.4,76.32,5.97035,2.67014,0.99959,439.5,1.77,1.44427,1.91149,0.9213,1,0.376995,54.1,2,1.9522,1.9701,713.62,0.99005,46.5958,6.454,1.59905,5.50677,2.0355,1.7439,2.138,740.802,121.709
2001-02-26,46.615,60.225,8.27801,0.30655,3.673,85.84,1.68557,1.09684,144.805,75.3828,5.97035,2.67014,0.99987,439.5,1.77,1.44427,1.91071,0.9213,1,0.376989,54.1,2,1.9571,1.9701,719.105,0.99005,46.5958,6.454,1.61095,5.46763,2.03333,1.7442,2.138,740.802,121.105
2001-02-27,46.625,60.05,8.27852,0.3066,3.673,86.5,1.67653,1.08962,143.5,74.7355,5.97035,2.67014,0.99987,439.5,1.77,1.44427,1.90169,0.9213,1,0.376985,54.1,2,1.9511,1.9701,714.83,0.99005,46.5958,6.454,1.60914,5.463,2.03658,1.742,2.1138,740.802,121.105
2001-02-28,46.54,60.325,8.27872,0.30665,3.673,86.5,1.66899,1.08278,143.4,74.5963,5.97035,2.67014,0.99988,439.5,1.77,1.44427,1.89894,0.9213,1,0.376985,54.1,2,1.9511,1.9701,709.76,0.99005,46.5958,6.454,1.60173,5.42021,2.04624,1.7418,2.09665,740.802,119.698
2001-03-01,46.53,59.325,8.27821,0.306375,3.673,85.45,1.65371,1.076,143.5,73.36,5.97035,2.67014,0.99984,439.5,1.77,1.44427,1.89343,0.9213,1,0.376985,54.1,2,1.9511,1.9701,703.655,0.99005,46.5958,6.465,1.60173,5.42468,2.0362,1.7448,2.0941,740.802,119.698
2001-03-02,46.54,59.775,8.27862,0.30621,3.673,86.5,1.64619,1.06928,141.8,73.39,5.97035,2.67014,0.99955,439.5,1.77,1.46588,1.88626,0.9213,1,0.376995,54.1,2,1.9574,1.9701,701.095,0.99005,46.5444,6.465,1.61702,5.42905,2.02677,1.7469,2.0941,740.802,119.435
2001-03-03,46.54,60.35,8.27862,0.30621,3.673,86.5,1.64685,1.06889,141.8,73.39,5.97035,2.67014,0.99955,439.5,1.77,1.46588,1.88626,0.9213,1,0.376995,54.1,2,1.9578,1.9701,701.095,0.99005,46.5444,6.465,1.6224,5.42905,2.03085,1.7498,2.0941,740.802,119.435
2001-03-04,46.54,60.35,8.27862,0.30621,3.67295,86.5,1.64685,1.06889,141.8,73.39,5.97035,2.67014,0.99955,439.5,1.77,1.46588,1.88911,0.9213,1,0.376985,54.1,2,1.9605,1.9701,701.095,0.99005,46.5444,6.465,1.62656,5.42905,2.03225,1.747,2.101,740.802,119.435
2001-03-05,46.515,59.925,8.27811,0.30645,3.673,86.5,1.6526,1.07591,141.8,73.8329,5.97035,2.67014,0.99985,439.5,1.77,1.46588,1.9181,0.9213,1,0.376992,54.1,2,1.9613,1.9701,705.411,0.99005,46.5444,6.465,1.62346,5.4379,2.0215,1.7533,2.09565,741.735,119.435
2001-03-06,46.495,59.425,8.27821,0.306272,3.67291,85,1.64917,1.07003,142.85,74.2757,5.97035,2.67014,0.99985,439.5,1.77,1.46588,1.92785,0.9213,1,0.376994,54.1,2,1.9692,1.9701,701.85,0.985049,46.5444,6.465,1.62786,5.47961,2.0346,1.755,2.1029,741.735,119.435
2001-03-07,46.51,59.225,8.27772,0.30662,3.67294,85.05,1.65691,1.07556,142.55,74.6187,5.97035,2.67014,0.99986,439.5,1.77,1.46588,1.96391,0.9213,1,0.376985,54.1,2,1.9692,1.9701,705.515,0.985049,46.5444,6.465,1.6261,5.50374,2.04064,1.7571,2.09855,741.735,119.435
2001-03-08,46.515,60.125,8.27741,0.306443,3.67292,85.15,1.6535,1.07317,142.35,74.4514,5.97035,2.67014,0.99985,439.5,1.77,1.46588,1.95561,0.9213,1,0.376985,54.1,2,1.9692,1.9701,703.43,0.985049,46.5444,6.475,1.62407,5.4915,2.05138,1.757,2.09755,741.735,119.435
2001-03-09,46.52,60.175,8.27782,0.306314,3.673,84.25,1.6523,1.07228,142.3,74.77,5.97035,2.67014,0.99955,439.5,1.77,1.46588,1.96675,0.9213,1,0.377025,54.1,2,1.9585,1.9701,703.015,0.985049,46.5444,6.475,1.62507,5.42315,2.045,1.757,2.09755,741.735,119.435
2001-03-10,46.53,60.225,8.27782,0.3062,3.67285,84.25,1.6523,1.07037,142.3,74.77,5.97035,2.67014,0.99955,439.5,1.77,1.46588,1.95331,0.9213,1,0.377005,54.1,2,1.9612,1.9701,703.015,0.985049,46.5444,6.475,1.6254,5.42315,2.0415,1.7557,2.09755,741.735,119.435
2001-03-11,46.53,60.225,8.27782,0.3063,3.67285,84.25,1.6524,1.07291,142.3,74.77,5.97035,2.67014,0.99955,439.5,1.77,1.46588,1.95906,0.9213,1,0.377005,54.1,2,1.9536,1.9701,703.015,0.985049,46.5444,6.475,1.62545,5.42315,2.0415,1.7557,2.1033,741.735,119.435
2001-03-12,46.54,59.2,8.27881,0.3066,3.67298,84.3,1.65561,1.07552,142.7,75.08,5.97035,2.67014,0.999855,439.5,1.77,1.47127,1.96254,0.9213,1,0.376995,54.1,2,1.9472,1.9701,706.465,0.99005,46.5369,6.475,1.63945,5.45868,2.06652,1.7602,2.13185,757.848,116.764
2001-03-13,46.64,60.175,8.27872,0.30691,3.67296,84.4,1.6827,1.09313,143.3,74.8007,5.97035,2.67014,0.99986,439.5,1.77,1.47127,1.98145,0.9213,1,0.376995,54.1,2,1.9477,1.9701,717.055,0.99005,46.5369,6.475,1.6399,5.49165,2.062,1.7586,2.1437,757.848,116.764
2001-03-14,46.645,59.725,8.27821,0.3072,3.673,84.8,1.69045,1.0975,143.5,73.43,5.97035,2.67014,0.999835,439.5,1.77,1.47127,2.0167,0.9213,1,0.377025,54.1,2,1.9477,1.9701,720.77,0.99005,46.5369,6.475,1.6358,5.49467,2.07641,1.7601,2.17,747.438,116.764
2001-03-15,46.62,59.955,8.27801,0.307942,3.67294,85.275,1.71021,1.11166,144.65,74.0202,5.97035,2.67014,0.99984,439.5,1.77,1.47127,2.02911,0.9213,1,0.376995,54.1,2,1.9477,1.9701,727.41,0.99005,46.5369,6.475,1.6155,5.5494,2.10291,1.7669,2.174,747.438,116.764
2001-03-16,46.665,59.745,8.27752,0.308115,3.67294,85.445,1.70935,1.11594,144.75,76.5847,5.97035,2.67014,1.00045,439.5,1.77,1.43237,2.02367,0.91415,1,0.377025,54.1,2,1.9577,1.9701,731.475,0.99005,46.7073,6.475,1.61124,5.54956,2.127,1.7736,2.174,747.438,119.911
2001-03-17,46.63,58.71,8.27752,0.308115,3.6729,85.6,1.70935,1.11464,144.75,77.06,5.97035,2.67014,1.00045,439.5,1.77,1.43237,2.02367,0.91342,1,0.377025,54.125,2,1.9563,1.9701,731.475,0.99005,46.7073,6.475,1.61387,5.54956,2.1265,1.777,2.174,747.438,119.911
2001-03-18,46.7,59.97,8.27752,0.308115,3.6729,85.6,1.71,1.11464,144.75,77.06,5.97035,2.67014,1.00045,439.5,1.77,1.43237,2.02122,0.91416,1,0.377025,54.125,2,1.956,1.9701,731.475,0.99005,46.7073,6.475,1.6137,5.54956,2.1265,1.777,2.16615,747.438,119.911
2001-03-19,46.68,60.35,8.27762,0.30809,3.67291,85.495,1.70561,1.11284,145.5,75.5303,5.97035,2.67014,1.0005,439.5,1.77,1.43237,2.00402,0.91416,1,0.376985,54.1,2,1.9574,1.9701,729.68,0.99005,46.7073,6.475,1.61745,5.52874,2.1705,1.768,2.13585,761.328,119.911
2001-03-20,46.695,60.075,8.27762,0.308165,3.67291,85.495,1.68939,1.10073,144.6,75.295,5.97035,2.67014,0.9998,439.5,1.77,1.43237,1.9949,0.91416,1,0.376994,54.1,2,1.9524,1.9701,721.402,0.99005,46.7073,6.475,1.62797,5.51778,2.08721,1.7722,2.17425,747.337,119.911
2001-03-21,46.695,60.305,8.27752,0.308115,3.67291,85.535,1.71052,1.11607,144.25,76.2843,5.97035,2.67014,0.99972,439.5,1.77,1.43237,2.02077,0.91416,1,0.376994,54.1,2,1.9524,1.9701,731.584,0.99005,46.7073,6.475,1.62898,5.54099,2.1215,1.7811,2.2003,747.337,119.911
2001-03-22,46.7,60.25,8.27721,0.308349,3.6729,85.625,1.7255,1.12684,144.25,77.32,5.97035,2.67014,0.999775,439.5,1.77,1.43237,2.02796,0.91416,1,0.376985,54.1,2,1.9524,1.9701,738.69,0.99005,46.7073,6.485,1.63233,5.56638,2.1625,1.7878,2.191,762.062,119.911
2001-03-23,46.66,60.25,8.27772,0.30809,3.67291,85.55,1.7207,1.1237,145.65,76.0996,5.97035,2.67014,0.99905,439.5,1.77,1.42757,2.01471,0.91416,1,0.376985,54.1,2,1.9511,1.9701,736.985,0.99005,46.6624,6.49,1.62397,5.49654,2.172,1.7845,2.191,750.038,122.453
2001-03-24,46.67,60.775,8.27772,0.30809,3.6729,85.55,1.7207,1.12353,145.65,77.13,5.97035,2.67014,0.99905,439.5,1.77,1.42757,2.01471,0.91416,1,0.376985,54.05,2,1.9481,1.9701,739.5,0.99005,46.6624,6.49,1.61972,5.49654,2.1715,1.785,2.191,750.038,122.453
